,year,bkvlps,epspx,cik,Centrality_Degree,Centrality_Closeness,Centrality_Betweenness,Centrality_Eigenvector,sector,subsector,industry_group
32,2015,18.8239,1.87,1808834.0,0.004972650422675286,0.15500182555821118,0.002848445273086452,0.001699747018346788,52,522,5222
33,2016,20.7364,1.93,1808834.0,0.004788306451612903,0.15331963236787283,0.00299530898932524,0.000416422255434636,52,522,5222
34,2017,24.6791,4.13,1808834.0,0.0037917087967644088,0.14536499669884714,0.0012508625251944825,0.00015788599633718915,52,522,5222
35,2018,26.2073,2.84,1808834.0,0.0027624309392265197,0.14185172186975278,0.00042241590904398813,0.00010306486780632557,52,522,5222
36,2019,26.0388,0.47,1808834.0,0.00375751503006012,0.14371153122487612,0.00161397853530452,0.00010591452668326941,52,522,5222
37,2020,14.5613,3.47,1808834.0,0.004037045832343862,0.14103802539775773,0.0019896329032515047,0.00028974319032690806,52,522,5222
38,2021,12.0375,3.69,1808834.0,0.003824521934758155,0.15145675040770237,0.0032120777241544302,0.00030661647115388805,52,522,5222
39,2022,11.8759,1.9,1808834.0,0.003119151590767311,0.13986132295306064,0.0016596179380972552,0.00042236324662080655,52,522,5222
40,2023,13.5397,3.02,1808834.0,0.003277255844439589,0.13961445361967756,0.0021912555498185713,0.0003324167413913702,52,522,5222
41,2010,8.2607,0.82,2098.0,0.0005511160099200882,0.10595899784747766,0.0,6.868989778678902e-07,33,332,3322
42,2011,8.8596,0.91,2098.0,0.0005517241379310345,0.10975956675825269,0.0,5.362941675348454e-07,33,332,3322
43,2012,9.8771,1.14,2098.0,0.0005396654074473826,0.10957867948390912,0.0,2.787574367821673e-07,33,332,3322
44,2013,10.9356,1.26,2098.0,0.0005267316302343956,0.11236924335418857,0.0,2.3251333657358745e-06,33,332,3322
45,2014,11.9806,1.48,2098.0,0.00025477707006369424,0.00025477707006369424,0.0,-4.682181043792001e-18,33,332,3322
46,2016,13.8707,1.76,2098.0,0.00025201612903225806,0.00025201612903225806,0.0,-5.464838595534309e-19,33,332,3322
47,2017,14.8008,1.21,2098.0,0.0002527805864509606,0.0002527805864509606,0.0,2.7850625444687946e-18,33,332,3322
48,2018,15.6168,1.36,2098.0,0.00025113008538422905,0.00025113008538422905,0.0,8.287418522511698e-18,33,332,3322
49,2019,16.6234,1.65,2098.0,0.000250501002004008,0.000250501002004008,0.0,-2.184664495680632e-18,33,332,3322
50,2020,18.7829,2.42,2098.0,0.0004749465685110425,0.09239912134538805,0.0,3.7230255635763385e-07,33,332,3322
51,2021,21.8921,3.93,2098.0,0.0004499437570303712,0.10052920650630981,0.0,6.884589261765825e-07,33,332,3322
52,2022,22.3375,0.86,2098.0,0.0004158868787689748,0.00037429819089207733,0.0,-1.5819241191043754e-18,33,332,3322
53,2023,26.8582,4.98,2098.0,0.00043696744592527855,0.00039327070133275075,0.0,6.322015551548759e-18,33,332,3322
54,2010,2.1016,-0.05,2186.0,0.0002755580049600441,0.0002755580049600441,0.0,-6.869574884949978e-19,33,334,3342
55,2011,2.0763,-0.04,2186.0,0.00027586206896551725,0.00027586206896551725,0.0,-1.0332816490858964e-18,33,334,3342
56,2012,2.2284,0.15,2186.0,0.0002698327037236913,0.0002698327037236913,0.0,3.7167355806724245e-18,33,334,3342
57,2013,2.3122,0.08,2186.0,0.0023702923360547803,0.08766443806821944,0.001501032510553365,1.2378433462388854e-07,33,334,3342
58,2014,2.432,0.12,2186.0,0.002802547770700637,0.10892304064368215,0.0016297277873936224,7.762947823068625e-06,33,334,3342
59,2015,2.5359,0.08,2186.0,0.0032322227747389356,0.1435937450405747,0.002628576202157759,0.0002707409472392877,33,334,3342
60,2016,2.6065,0.2,2186.0,0.0020161290322580645,0.110211494523817,4.235209293878801e-08,4.135028263489087e-06,33,334,3342
61,2017,2.3445,-0.27,2186.0,0.0020222446916076846,0.11065828072847529,4.2609454100456904e-08,8.888578056484043e-06,33,334,3342
62,2018,2.162,-0.01,2186.0,0.0015067805123053744,0.1054170469190778,6.308216161372244e-08,3.254379837395737e-06,33,334,3342
63,2019,1.8477,-0.21,2186.0,0.002004008016032064,0.11780718737058496,0.0003294671260759973,1.419005568360213e-05,33,334,3342
64,2020,1.8002,0.02,2186.0,0.0023747328425552127,0.1106422810820041,0.0004667833690915639,5.55613096231597e-06,33,334,3342
65,2021,1.9359,-0.11,2186.0,0.003374578177727784,0.1383763190462636,0.0007810709169969013,0.00017494392967587512,33,334,3342
66,2022,1.1855,-0.69,2186.0,0.003119151590767311,0.12184851390104837,0.001453378452318485,3.962927202631156e-05,33,334,3342
67,2023,5.9578,-0.65,2186.0,0.0037142232903648676,0.11445916312712025,0.003093578641153472,2.3776135291884267e-05,33,334,3342
68,2019,35.7982,1.94,2178.0,0.000501002004008016,0.11896984621894474,0.0,1.453290237861917e-05,42,424,4247
69,2020,35.1301,0.23,2178.0,0.0004749465685110425,0.11689127553795359,0.0,1.5581728536437207e-05,42,424,4247
70,2021,36.828,2.78,2178.0,0.0008998875140607424,0.1315536278742343,8.654962989461734e-05,6.77659120802582e-05,42,424,4247
71,2022,37.3455,0.86,2178.0,0.0008317737575379496,0.12030286679025283,0.00012119962777221293,8.330274828789874e-05,42,424,4247
72,2023,36.402,0.08,2178.0,0.0008739348918505571,0.12291273181788892,6.286057298728107e-05,9.899896580798624e-05,42,424,4247
73,2010,10.7943,0.88,353184.0,0.0011022320198401765,0.10338172599743226,0.0,6.287396910351041e-07,49,492,4921
74,2011,11.0601,0.55,353184.0,0.001103448275862069,0.1066508802476301,0.0,3.1213260896935357e-07,49,492,4921
75,2012,11.498,0.68,353184.0,0.0010793308148947653,0.10849251067243877,0.0,2.1965070315284047e-07,49,492,4921
76,2013,11.6178,0.61,353184.0,0.0015801948907031868,0.11074629809150063,0.0006338241775974244,3.91263669033517e-06,49,492,4921
77,2014,12.5558,1.05,353184.0,0.001019108280254777,0.0005095541401273885,0.0,-8.12794128137098e-18,49,492,4921
78,2015,14.4252,1.86,353184.0,0.000994530084535057,0.10060123960466158,0.0,5.7658425760124524e-06,49,492,4921
79,2016,11.2413,-1.51,353184.0,0.0010080645161290322,0.10845558504186015,0.0,8.286432667515744e-06,49,492,4921
80,2017,12.2886,1.11,353184.0,0.0015166835187057635,0.12743756796844868,0.0005804003373710981,7.02919865150958e-05,49,492,4921
81,2018,12.0405,0.66,353184.0,0.0010045203415369162,0.13149553175950907,0.0004237857560335085,3.829410552054953e-05,49,492,4921
82,2019,8.3296,-0.15,353184.0,0.001002004008016032,0.12454089194102887,0.0006013028311697312,2.1637206231319273e-05,49,492,4921
83,2020,4.7623,-2.53,353184.0,0.0004749465685110425,0.0003166310456740283,0.0,-2.2517727761876815e-18,49,492,4921
84,2021,8.5879,3.79,353184.0,0.0008998875140607424,0.10649402821321237,0.0,2.368003670922153e-06,49,492,4921
85,2022,4.2243,-4.32,353184.0,0.0008317737575379496,0.10892592767578359,0.0,1.3021569412744857e-05,49,492,4921
86,2010,30.7705,7.01,766421.0,0.006613392119041059,0.13620486578495394,0.009033154793985539,1.4943772964044043e-05,48,481,4811
87,2011,33.0712,6.81,766421.0,0.006620689655172414,0.1365632183908046,0.0070866523879235845,3.7581077904908956e-06,48,481,4811
88,2012,20.1913,4.47,766421.0,0.007555315704263357,0.13625743809245944,0.013960789267677633,1.843087056462458e-06,48,481,4811
89,2013,29.5144,7.26,766421.0,0.006320779562812747,0.14022373985936604,0.009753690131966445,0.00013944976168835783,48,481,4811
90,2014,16.1772,4.47,766421.0,0.008917197452229299,0.15118790684585043,0.018606143115215853,0.00030887395136370205,48,481,4811
91,2015,19.261,6.61,766421.0,0.007707608155146693,0.14628053029081414,0.007964375207476447,0.0006817374104137438,48,481,4811
92,2016,23.7659,6.59,766421.0,0.006048387096774193,0.14425849052865183,0.00843854467654195,0.0006179259302962677,48,481,4811
93,2017,30.237,8.39,766421.0,0.007077856420626897,0.1559377810809809,0.010115834319677164,0.0019067189125049316,48,481,4811
94,2018,30.4479,3.55,766421.0,0.00803616273229533,0.1548504094861361,0.009682558003679368,0.0008841886860086927,48,481,4811
95,2019,35.2114,6.24,766421.0,0.008016032064128256,0.1601077071449907,0.010876728938117928,0.001245317193618082,48,481,4811
96,2020,24.0545,-10.72,766421.0,0.007124198527665638,0.15697969348286916,0.01076938168501258,0.0014504477440773894,48,481,4811
97,2021,30.1892,3.82,766421.0,0.008098987626546681,0.1771671108520579,0.017150689238173356,0.0014480480548185557,48,481,4811
98,2022,29.9214,0.46,766421.0,0.007693907257226035,0.16760900144857022,0.01408536726215917,0.0018861984235299973,48,481,4811
99,2023,32.6196,1.84,766421.0,0.007646930303692375,0.16951489013308813,0.01817937632821316,0.0021153934536602193,48,481,4811
100,2010,57.8457,10.38,701288.0,0.0005511160099200882,0.11398497994588684,0.0,2.1083351720334467e-06,33,339,3391
101,2011,68.7073,12.9,701288.0,0.0005517241379310345,0.11432093235452699,0.0,1.0187248970789791e-06,33,339,3391
102,2012,66.7135,11.72,701288.0,0.0005396654074473826,0.12149616752505621,0.0,1.2950020230701046e-06,33,339,3391
103,2013,74.7962,13.22,701288.0,0.0005267316302343956,0.11597709109640265,0.0,1.1217012038963415e-05,33,339,3391
104,2014,78.1861,14.2,701288.0,0.0005095541401273885,0.11387002203043417,0.0,2.2110604076443676e-05,33,339,3391
105,2015,79.0011,15.67,701288.0,0.0004972650422675286,0.10919117573414897,0.0,6.635936135907545e-06,33,339,3391
106,2016,89.3575,15.12,701288.0,0.0005040322580645161,0.11421215493014562,0.0,1.1631489844004559e-05,33,339,3391
107,2017,100.4292,19.82,701288.0,0.0005055611729019212,0.11538196937315412,0.0,1.2345541458496953e-05,33,339,3391
108,2018,113.7437,18.49,701288.0,0.0005022601707684581,0.1300453872449598,0.0,0.0003554028278758774,33,339,3391
109,2019,128.2318,19.82,701288.0,0.000501002004008016,0.13012434563489855,0.0,0.0003916033172051651,33,339,3391
110,2020,131.6769,17.49,701288.0,0.0004749465685110425,0.12454047091272206,0.0,0.00039390652180011757,33,339,3391
111,2021,135.6446,18.22,701288.0,0.002249718785151856,0.14773740425136414,0.0009022145388919962,0.0029111680915505224,33,339,3391
112,2022,136.0256,19.59,701288.0,0.0016635475150758993,0.13023743480715252,0.0014453443609584644,0.0008956567679779295,33,339,3391
113,2023,138.0051,11.02,701288.0,0.00043696744592527855,0.12014785935679008,0.0,0.00032491492752405717,33,339,3391
114,2010,27.5061,1.43,3453.0,0.0011022320198401765,0.10512512785084892,0.00030209497866104856,1.1516175755406357e-06,48,483,4831
115,2011,26.9305,1.32,3453.0,0.0005517241379310345,0.11370785033620726,0.0,3.7411112942301966e-07,48,483,4831
116,2012,6.5704,1.23,3453.0,0.0008094981111710739,0.11337368712318738,0.00023742364754095375,3.779300367347999e-07,48,483,4831
117,2013,7.9019,1.26,3453.0,0.0005267316302343956,0.11475632633901499,0.0,9.74609547560754e-06,48,483,4831
118,2014,8.4213,1.65,3453.0,0.0005095541401273885,0.11824395487769714,0.0,1.9824313202693332e-05,48,483,4831
119,2015,10.3586,2.37,3453.0,0.000994530084535057,0.1296848607170367,0.0,0.0001698338733271918,48,483,4831
120,2016,10.9907,1.87,3453.0,0.0010080645161290322,0.13084764072465108,0.0,0.00014424564996372,48,483,4831
121,2017,15.9576,5.41,3453.0,0.0010111223458038423,0.13174177542230092,0.0,0.0004565277374642368,48,483,4831
122,2018,17.6885,2.55,3453.0,0.0010045203415369162,0.1287846591713995,0.0,7.447690981433482e-05,48,483,4831
123,2019,18.7809,1.93,3453.0,0.001002004008016032,0.1327710914084573,0.0,0.00021378433312020507,48,483,4831
124,2020,22.25,4.48,3453.0,0.000949893137022085,0.13102507743985253,0.0,0.0004609715020053016,48,483,4831
125,2021,40.6683,21.67,3453.0,0.0008998875140607424,0.14113671182786564,0.0,8.601909049593757e-05,48,483,4831
126,2022,63.2755,27.28,3453.0,0.0008317737575379496,0.12440940374818232,0.0,0.0001102355642664033,48,483,4831
127,2023,69.7878,8.42,3453.0,0.0008739348918505571,0.12881328985122775,0.0,0.0001262877802175112,48,483,4831
128,2010,14.2617,-0.08,3545.0,0.002755580049600441,0.11379842515055806,0.003697589935657817,2.0195703476046945e-06,11,111,1113
129,2011,15.0704,0.96,3545.0,0.0016551724137931034,0.09289852044083449,0.0008980741417370786,3.3176641793118574e-08,11,111,1113
130,2012,17.3438,2.51,3545.0,0.0010793308148947653,0.0005396654074473826,1.4565867947297777e-07,-1.2764655500511252e-18,11,111,1113
131,2013,19.5422,2.69,3545.0,0.0028970239662891757,0.1271253299666344,0.002218343512064685,0.0002536186690467412,11,111,1113
132,2014,19.7578,1.1,3545.0,0.002802547770700637,0.11540702420953786,0.0015706223061955232,8.765491448064811e-06,11,111,1113
133,2015,20.7533,1.96,3545.0,0.0022376926902038783,0.10505301783044048,0.0014376289769609599,4.443192537589164e-06,11,111,1113
134,2016,20.8622,0.84,3545.0,0.0015120967741935483,0.10605572273172803,0.0008461948169169845,1.558216407657153e-06,11,111,1113
135,2017,19.4976,-1.14,3545.0,0.0010111223458038423,0.10436646444889414,0.0004146752073056466,9.850734936364004e-07,11,111,1113
136,2018,20.9899,1.59,3545.0,0.0017579105976896034,0.10301794405658242,0.0010241702067029276,9.062379958530116e-07,11,111,1113
137,2019,25.9868,5.06,3545.0,0.002254509018036072,0.10225475488661355,0.0010432657560933243,1.003625798139422e-06,11,111,1113
138,2020,28.8724,3.16,3545.0,0.0023747328425552127,0.10114121180793618,0.0012323290482118719,3.1505868465825256e-06,11,111,1113
139,2021,32.1822,4.64,3545.0,0.002249718785151856,0.12491200948621752,0.000985610819502197,3.8441230607217106e-05,11,111,1113
140,2022,32.1263,1.65,3545.0,0.0014556040756914118,0.11303350863420976,0.00034863443551673716,0.0001497271381831492,11,111,1113
141,2023,32.1891,0.24,3545.0,0.0019663535066637536,0.11895948657650825,0.0003535892800723916,0.00023917704464835546,11,111,1113
142,2010,50.6436,8.8,4457.0,0.0011022320198401765,0.08865539846708236,0.001104054895286439,2.9248489341399454e-08,53,532,5321
143,2011,52.8264,10.09,4457.0,0.001103448275862069,0.09246844912610284,0.0013464261246860015,7.57764557936361e-09,53,532,5321
144,2012,62.6917,13.56,4457.0,0.0010793308148947653,0.11795302904301998,0.0005053486743373262,4.1882436139251976e-07,53,532,5321
145,2013,77.8951,17.51,4457.0,0.0010534632604687912,0.12248238344362714,0.0005248584199732624,0.00037058075545140176,53,532,5321
146,2016,133.6059,20.34,4457.0,0.0010080645161290322,0.1208090651135006,0.00022460720777058198,2.4474398642738496e-05,53,532,5321
147,2017,173.8427,40.36,4457.0,0.0015166835187057635,0.12060994578958725,0.0004146752073056466,4.598245725079588e-05,53,532,5321
148,2018,188.3103,18.93,4457.0,0.0010045203415369162,0.12400068223338319,0.0004158376093576584,3.041345217286892e-05,53,532,5321
149,2019,215.255,22.55,4457.0,0.001002004008016032,0.12590142269332583,0.00041187360940874487,6.23318195234536e-05,53,532,5321
150,2020,247.444,31.15,4457.0,0.0004749465685110425,0.11296005732184942,0.0,2.820027130047412e-05,53,532,5321
151,2021,300.147,57.29,4457.0,0.0004499437570303712,0.12933787405156055,0.0,7.726855099792134e-05,53,532,5321
152,2022,33.2946,4.71,4457.0,0.0004158868787689748,0.12213535524098022,0.0,7.84802824622066e-05,53,532,5321
153,2022,33.2946,4.71,4457.0,0.0004158868787689748,0.12213535524098022,0.0,7.84802824622066e-05,53,532,5321
154,2010,14.0406,1.23,771497.0,0.0035822540644805737,0.11352686397524273,0.0031267567541932244,2.984504565679643e-06,56,561,5617
155,2011,14.923,1.29,771497.0,0.004689655172413793,0.11799118188433715,0.004651887609997335,1.4620033203392377e-06,56,561,5617
156,2012,15.634,1.16,771497.0,0.005666486778197518,0.13300283113463668,0.00397719875698818,3.306197021398752e-06,56,561,5617
157,2013,16.5382,1.33,771497.0,0.00605741374769555,0.1464571238304482,0.006517278438954,0.00026270173085532396,56,561,5617
158,2014,17.396,1.35,771497.0,0.0058598726114649675,0.14981715164214635,0.006212929094204959,0.0005479783493945048,56,561,5617
159,2015,17.9571,0.95,771497.0,0.006713078070611635,0.15505996850398251,0.006793154826675064,0.0005817506964914611,56,561,5617
160,2016,17.5183,1.11,771497.0,0.0057963709677419355,0.15604838709677418,0.006222492863227698,0.0006022722488299936,56,561,5617
161,2017,21.0021,1.35,771497.0,0.005055611729019211,0.1603163178914342,0.005365179440210131,0.001903833023426717,56,561,5617
162,2018,22.0381,1.45,771497.0,0.004771471622300352,0.1612168568743614,0.005652674977337959,0.00202929549349006,56,561,5617
163,2019,23.1632,1.92,771497.0,0.008016032064128256,0.17122593486292312,0.012000981408005639,0.002933654496843644,56,561,5617
164,2020,22.4771,0.0,771497.0,0.006411778674899074,0.15772152658642946,0.010167293878820519,0.0011137003621214912,56,561,5617
165,2021,23.9101,1.87,771497.0,0.006524184476940382,0.16813175376797362,0.009159121835349159,0.0007434072998716825,56,561,5617
166,2022,26.1816,3.44,771497.0,0.006654190060303597,0.15593378437529082,0.007528133682289734,0.0011382192587541403,56,561,5617
167,2023,28.6394,3.81,771497.0,0.007428446580729735,0.16219472630590728,0.008667151666191097,0.0023146466239914827,56,561,5617
168,2010,0.4293,-9.75,1102238.0,0.0005511160099200882,0.0004960044089280793,0.0,-1.955534367530805e-18,53,531,5311
169,2011,1.9266,-3.1,1102238.0,0.0005517241379310345,0.000496551724137931,0.0,7.567498762653245e-19,53,531,5311
170,2012,1.4691,-1.1,1102238.0,0.0005396654074473826,0.00048569886670264434,0.0,-3.276276308516732e-18,53,531,5311
171,2013,4.6245,-1.99,1102238.0,0.0005267316302343956,0.00047405846721095603,0.0,3.1584567757564554e-18,53,531,5311
172,2014,7.1091,-0.71,1102238.0,0.0005095541401273885,0.00045859872611464964,0.0,4.729148785717677e-18,53,531,5311
173,2015,6.636,-0.27,1102238.0,0.0004972650422675286,0.0004475385380407757,0.0,4.6893989144068696e-18,53,531,5311
174,2016,6.5664,-0.25,1102238.0,0.0005040322580645161,0.0004536290322580645,0.0,1.501057466831382e-18,53,531,5311
175,2017,5.9345,-0.61,1102238.0,0.0005055611729019212,0.000455005055611729,0.0,4.283585484949516e-19,53,531,5311
176,2018,15.7645,10.81,1102238.0,0.0005022601707684581,0.00045203415369161226,0.0,-9.77220517486566e-19,53,531,5311
177,2019,14.5877,-1.0,1102238.0,0.000501002004008016,0.0004509018036072144,0.0,-2.1316172035139802e-19,53,531,5311
178,2020,13.5454,0.56,1102238.0,0.0004749465685110425,0.00042745191165993827,0.0,-4.252469055813627e-18,53,531,5311
179,2021,13.7526,0.21,1102238.0,0.0004499437570303712,0.00040494938132733406,0.0,5.134601704110345e-18,53,531,5311
180,2022,36.8673,23.11,1102238.0,0.0004158868787689748,0.00037429819089207733,0.0,-5.552334312072867e-18,53,531,5311
181,2023,37.085,0.25,1102238.0,0.00043696744592527855,0.00039327070133275075,0.0,3.482805951588689e-18,53,531,5311
182,2010,4.2573,0.01,744825.0,0.0005511160099200882,0.10387675437321003,0.0,5.275821363030016e-07,62,621,6219
183,2011,4.3813,0.11,744825.0,0.0005517241379310345,0.0006206896551724137,0.0,-5.98481456335603e-18,62,621,6219
184,2012,4.3267,0.01,744825.0,0.0005396654074473826,0.11097380295243613,0.0,1.844268260142014e-07,62,621,6219
185,2013,4.2569,-0.07,744825.0,0.0005267316302343956,0.10939262896096272,0.0,3.885494336170716e-06,62,621,6219
186,2014,3.9966,-0.19,744825.0,0.0005095541401273885,0.10114356369941864,0.0,4.695350737122223e-05,62,621,6219
187,2015,3.7528,-0.28,744825.0,0.0004972650422675286,0.10659716817472313,0.0,4.5469206662965354e-05,62,621,6219
188,2016,3.9311,0.17,744825.0,0.0015120967741935483,0.10756852437770832,0.0005865298180647725,1.6360518915169495e-06,62,621,6219
189,2017,4.1779,0.33,744825.0,0.0015166835187057635,0.10719926848393553,0.0005565377997681157,1.7792989345840603e-06,62,621,6219
190,2018,4.3931,0.18,744825.0,0.0020090406830738324,0.1141380293382293,0.0013853189500655813,1.0656047162012932e-05,62,621,6219
191,2019,4.4753,0.11,744825.0,0.0015030060120240479,0.12290622888027707,0.0009156446246593834,2.740868608761671e-05,62,621,6219
192,2020,3.3283,-1.14,744825.0,0.0014248397055331276,0.11604420630849437,0.0008588100979705442,2.117131989003209e-05,62,621,6219
193,2021,3.2886,0.03,744825.0,0.0026996625421822273,0.1409471605640789,0.0017071179802957838,0.00021116306213993946,62,621,6219
194,2022,3.4969,0.21,744825.0,0.0012476606363069245,0.12344303259240567,0.0003278604273573222,0.00027605558030769695,62,621,6219
195,2023,3.5911,0.1,744825.0,0.0013109023377758356,0.1233912002685934,0.0004638719548218215,0.00019646914920451214,62,621,6219
196,2010,2.8428,0.29,713425.0,0.0011022320198401765,0.09936252511497005,0.0,2.69100049659972e-07,51,513,5132
197,2011,3.071,0.43,713425.0,0.001103448275862069,0.10107410802684169,0.0,1.0136377045707342e-07,51,513,5132
198,2012,3.0462,0.38,713425.0,0.0010793308148947653,0.09981462033045255,0.0,7.231389049013571e-08,51,513,5132
199,2013,3.2803,0.37,713425.0,0.0010534632604687912,0.11250839770088207,0.0,1.574987076460273e-05,51,513,5132
200,2014,3.2509,0.29,713425.0,0.001019108280254777,0.11738222632435383,0.0,2.645861613562763e-05,51,513,5132
201,2015,3.2868,0.36,713425.0,0.000994530084535057,0.12120524660183386,0.0,3.511292314417489e-05,51,513,5132
202,2016,3.502,0.5,713425.0,0.0010080645161290322,0.123157640039294,0.0,2.668178310081162e-05,51,513,5132
203,2017,3.678,0.4,713425.0,0.0010111223458038423,0.12476874479127889,0.0,4.3022741563672836e-05,51,513,5132
204,2018,3.6718,0.22,713425.0,0.0010045203415369162,0.1331197965798032,0.0,0.0002552917197643339,51,513,5132
205,2019,3.7048,0.21,713425.0,0.002004008016032064,0.13472686820135368,0.00047879169187156113,9.838889066323366e-05,51,513,5132
206,2020,3.7243,0.25,713425.0,0.0014248397055331276,0.12897314712687077,0.0004006005250948383,4.742744085183127e-05,51,513,5132
207,2021,3.953,0.38,713425.0,0.0008998875140607424,0.11537557683137285,6.495306589837476e-05,6.22494464543654e-06,51,513,5132
208,2022,4.0811,0.31,713425.0,0.0008317737575379496,0.1215630167283769,8.154462700784916e-05,7.234291900715029e-05,51,513,5132
209,2010,6.0578,0.4,5981.0,0.0002755580049600441,0.0002755580049600441,0.0,-2.1723497755136806e-18,32,325,3253
210,2011,6.7819,0.8,5981.0,0.0008275862068965517,0.1262893796389627,0.00010328247387910488,2.8360377008081753e-06,32,325,3253
211,2012,7.9096,1.32,5981.0,0.0002698327037236913,0.0002698327037236913,0.0,1.2841069036742475e-18,32,325,3253
212,2013,8.9842,1.22,5981.0,0.0010534632604687912,0.0005267316302343956,1.3875964969293876e-07,-9.745492582925025e-18,32,325,3253
213,2014,8.9913,0.17,5981.0,0.001019108280254777,0.0005095541401273885,1.2985579513949758e-07,-5.507408280417372e-18,32,325,3253
214,2015,9.1954,0.23,5981.0,0.000994530084535057,0.0004972650422675286,1.2366700877083526e-07,-2.7179193323360776e-18,32,325,3253
215,2016,9.6084,0.44,5981.0,0.0010080645161290322,0.0005040322580645161,1.2705627881636403e-07,-2.6510023302296694e-18,32,325,3253
216,2017,10.24,0.7,5981.0,0.0010111223458038423,0.08536684345263157,0.0004146752073056466,3.725111156914371e-08,32,325,3253
217,2018,11.0295,0.83,5981.0,0.0010045203415369162,0.0006696802276912775,3.154108080686122e-07,5.5788005027168505e-18,32,325,3253
218,2019,11.4061,0.47,5981.0,0.000501002004008016,0.0004509018036072144,0.0,1.5926930501552342e-19,32,325,3253
